时间,温度
2010-07-08 22:00:00,25.786651657823956
2010-07-08 23:00:00,25.509598475141914
2010-07-09 00:00:00,25.404868209169567
2010-07-09 01:00:00,25.304739063668812
2010-07-09 02:00:00,25.20280233512565
2010-07-09 03:00:00,24.919285673685895
2010-07-09 04:00:00,24.3162650156893
2010-07-09 05:00:00,23.767197972746455
2010-07-09 06:00:00,24.672084998825458
2010-07-09 07:00:00,24.493682030063983
2010-07-09 08:00:00,24.488533157155302
2010-07-09 09:00:00,24.676138366859952
2010-07-09 10:00:00,25.818859501125075
2010-07-09 11:00:00,25.839126341297554
2010-07-09 12:00:00,25.87774288811267
2010-07-09 13:00:00,26.35604031618298
2010-07-09 14:00:00,26.368857723210983
2010-07-09 15:00:00,26.015831277504017
2010-07-09 16:00:00,26.20409379013316
2010-07-09 17:00:00,26.33571870076679
2010-07-09 18:00:00,26.444118908067665
2010-07-09 19:00:00,26.413882973540094
2010-07-09 20:00:00,26.078713257282377
2010-07-09 21:00:00,26.26237464943995
2010-07-09 22:00:00,25.86377520096677
2010-07-09 23:00:00,25.56979646797852
2010-07-10 00:00:00,25.60222341225448
2010-07-10 01:00:00,25.469886423452603
2010-07-10 02:00:00,25.286937109463274
2010-07-10 03:00:00,25.294879519801132
2010-07-10 04:00:00,25.09851027110299
2010-07-10 05:00:00,25.07139652546685
2010-07-10 06:00:00,26.395478491653744
2010-07-10 07:00:00,26.488705956447113
2010-07-10 08:00:00,26.82524505379754
2010-07-10 09:00:00,27.406026962848134
2010-07-10 10:00:00,30.247657056003465
2010-07-10 11:00:00,30.831670704432888
2010-07-10 12:00:00,30.80932240499947
2010-07-10 13:00:00,31.44975455444957
2010-07-10 14:00:00,31.95363202133217
2010-07-10 15:00:00,31.83646777503781
2010-07-10 16:00:00,31.276829110059047
2010-07-10 17:00:00,31.21202999675085
2010-07-10 18:00:00,30.19425119338682
2010-07-10 19:00:00,29.97684825110428
2010-07-10 20:00:00,29.816028135573536
2010-07-10 21:00:00,29.90125841478534
2010-07-10 22:00:00,29.13237831883673
2010-07-10 23:00:00,28.55334921758486
2010-07-11 00:00:00,28.6464671318908
2010-07-11 01:00:00,27.825331453443457
2010-07-11 02:00:00,27.734021122179925
2010-07-11 03:00:00,27.52855918302603
2010-07-11 04:00:00,27.098080542713987
2010-07-11 05:00:00,27.039909233894623
2010-07-11 06:00:00,27.75313768223449
2010-07-11 07:00:00,28.226067136421307
2010-07-11 08:00:00,29.06955111430207
2010-07-11 09:00:00,29.797295002224928
2010-07-11 10:00:00,31.299615611442157
2010-07-11 11:00:00,31.54851431885758
2010-07-11 12:00:00,31.43381495853013
2010-07-11 13:00:00,31.416615532005387
2010-07-11 14:00:00,31.196638153268502
2010-07-11 15:00:00,30.078456328185194
2010-07-11 16:00:00,28.868745070863472
2010-07-11 17:00:00,28.522729856351305
2010-07-11 18:00:00,27.25775037812683
2010-07-11 19:00:00,27.19569002700411
2010-07-11 20:00:00,27.146063656203403
2010-07-11 21:00:00,26.999649429768226
2010-07-11 22:00:00,26.461866087029517
2010-07-11 23:00:00,26.376745358305143
2010-07-12 00:00:00,26.318300173267225
2010-07-12 01:00:00,26.09624133526939
2010-07-12 02:00:00,26.059706247715237
2010-07-12 03:00:00,26.050449231528333
2010-07-12 04:00:00,25.69457447314849
2010-07-12 05:00:00,25.611261327466522
2010-07-12 06:00:00,26.63698254116841
2010-07-12 07:00:00,26.780384129199565
2010-07-12 08:00:00,27.11533474448244
2010-07-12 09:00:00,27.532010023379712
2010-07-12 10:00:00,30.078018126235513
2010-07-12 11:00:00,31.44515343397799
2010-07-12 12:00:00,32.05918391596017
2010-07-12 13:00:00,32.84570164038317
2010-07-12 14:00:00,33.252736476387604
2010-07-12 15:00:00,33.160221089762445
2010-07-12 16:00:00,31.842219175627292
2010-07-12 17:00:00,31.545994657646947
2010-07-12 18:00:00,29.55475022307978
2010-07-12 19:00:00,29.265865587756494
2010-07-12 20:00:00,28.924232392741096
2010-07-12 21:00:00,28.547433491264243
2010-07-12 22:00:00,27.86515305562017
2010-07-12 23:00:00,27.69167985879257
2010-07-13 00:00:00,27.6972121584072
2010-07-13 01:00:00,27.137847369646995
2010-07-13 02:00:00,27.09687548735238
2010-07-13 03:00:00,26.91146128739611
2010-07-13 04:00:00,26.597489590453936
2010-07-13 05:00:00,26.455183507296965
2010-07-13 06:00:00,27.46134995899461
2010-07-13 07:00:00,27.795752821840395
2010-07-13 08:00:00,28.18942249837972
2010-07-13 09:00:00,28.518238286367144
2010-07-13 10:00:00,29.86696911222326
2010-07-13 11:00:00,29.665231889641607
2010-07-13 12:00:00,29.647594261167185
2010-07-13 13:00:00,29.6342838769458
2010-07-13 14:00:00,29.840184018049367
2010-07-13 15:00:00,29.8159185850861
2010-07-13 16:00:00,28.82207656322309
2010-07-13 17:00:00,28.91557790423499
2010-07-13 18:00:00,27.077539826322973
2010-07-13 19:00:00,27.105146549152487
2010-07-13 20:00:00,26.871420584244575
2010-07-13 21:00:00,26.92186858370091
2010-07-13 22:00:00,25.977872033613405
2010-07-13 23:00:00,25.73231461606426
2010-07-14 00:00:00,25.717360974531587
2010-07-14 01:00:00,24.973348839227054
2010-07-14 02:00:00,25.083994831520013
2010-07-14 03:00:00,25.13931782766649
2010-07-14 04:00:00,25.29082615176663
2010-07-14 05:00:00,25.353982007763552
2010-07-14 06:00:00,25.197598686973258
2010-07-14 07:00:00,24.955985086971193
2010-07-14 08:00:00,24.780047004176645
2010-07-14 09:00:00,24.620815370713462
2010-07-14 10:00:00,25.730068831072156
2010-07-14 11:00:00,25.540984689787383
2010-07-14 12:00:00,25.34242443134086
2010-07-14 13:00:00,25.126062218688812
2010-07-14 14:00:00,25.68958992597093
2010-07-14 15:00:00,25.624681262175315
2010-07-14 16:00:00,25.330373877724803
2010-07-14 17:00:00,25.864103852429032
2010-07-14 18:00:00,25.227998947231963
2010-07-14 19:00:00,25.444908912321125
2010-07-14 20:00:00,25.407716521842456
2010-07-14 21:00:00,25.57795797929121
2010-07-14 22:00:00,25.38920248946868
2010-07-14 23:00:00,25.045816486654562
2010-07-15 00:00:00,24.94946683296975
2010-07-15 01:00:00,24.728722600820944
2010-07-15 02:00:00,24.660143995696803
2010-07-15 03:00:00,24.433977014420766
2010-07-15 04:00:00,24.229939231603307
2010-07-15 05:00:00,24.22911760294768
2010-07-15 06:00:00,24.86933065142294
2010-07-15 07:00:00,24.819101752941435
2010-07-15 08:00:00,24.917149439181223
2010-07-15 09:00:00,24.979593217009924
2010-07-15 10:00:00,26.271248238920876
2010-07-15 11:00:00,26.29518502042187
2010-07-15 12:00:00,26.84047257154877
2010-07-15 13:00:00,27.654377917826473
2010-07-15 14:00:00,27.705209343988777
2010-07-15 15:00:00,28.223109273260995
2010-07-15 16:00:00,28.94882647716658
2010-07-15 17:00:00,28.66388565939039
2010-07-15 18:00:00,27.855074410777647
2010-07-15 19:00:00,28.028109405655584
2010-07-15 20:00:00,27.668071728753823
2010-07-15 21:00:00,27.71539753931872
2010-07-15 22:00:00,27.10153138306767
2010-07-15 23:00:00,26.821191685763065
2010-07-16 00:00:00,26.868462721084256
2010-07-16 01:00:00,26.813632702131162
2010-07-16 02:00:00,26.375923729649497
2010-07-16 03:00:00,26.213241255832624
2010-07-16 04:00:00,25.75241713050559
2010-07-16 05:00:00,25.62364053254483
2010-07-16 06:00:00,26.320984160208987
2010-07-16 07:00:00,26.17588453962282
2010-07-16 08:00:00,26.13754186902626
2010-07-16 09:00:00,26.328324042866043
2010-07-16 10:00:00,26.987653651395867
2010-07-16 11:00:00,26.997294094288723
2010-07-16 12:00:00,27.01169998338429
2010-07-16 13:00:00,27.907001341814155
2010-07-16 14:00:00,27.831247179764073
2010-07-16 15:00:00,27.867070189150006
2010-07-16 16:00:00,28.20530731905544
2010-07-16 17:00:00,28.13749556734322
2010-07-16 18:00:00,26.814290005055682
2010-07-16 19:00:00,26.823985223192242
2010-07-16 20:00:00,26.63670866494986
2010-07-16 21:00:00,26.60044745361425
2010-07-16 22:00:00,26.24824263656292
2010-07-16 23:00:00,26.032154300129402
2010-07-17 00:00:00,26.111961830213982
2010-07-17 01:00:00,26.25952633676706
2010-07-17 02:00:00,26.268290375760564
2010-07-17 03:00:00,26.368090869799055
2010-07-17 04:00:00,26.178294650346047
2010-07-17 05:00:00,25.95738609246611
2010-07-17 06:00:00,27.772692444238746
2010-07-17 07:00:00,27.66483998937497
2010-07-17 08:00:00,27.962488663691747
2010-07-17 09:00:00,28.21067529293896
2010-07-17 10:00:00,30.0236263092321
2010-07-17 11:00:00,30.100914178106027
2010-07-17 12:00:00,30.185432379149606
2010-07-17 13:00:00,30.61760905201664
2010-07-17 14:00:00,31.54435140033568
2010-07-17 15:00:00,31.89463908385717
2010-07-17 16:00:00,31.578257276191785
2010-07-17 17:00:00,31.30093021729118
2010-07-17 18:00:00,30.856045687883565
2010-07-17 19:00:00,29.911720486333827
2010-07-17 20:00:00,29.501453910950552
2010-07-17 21:00:00,29.557324659534125
2010-07-17 22:00:00,28.72972550232906
2010-07-17 23:00:00,28.29776793043688
2010-07-18 00:00:00,28.006692285365222
2010-07-18 01:00:00,27.303323380893055
2010-07-18 02:00:00,27.003702797802728
2010-07-18 03:00:00,26.700576599115
2010-07-18 04:00:00,25.930600998292213
2010-07-18 05:00:00,25.844768191399616
2010-07-18 06:00:00,27.9207499279852
2010-07-18 07:00:00,28.428790313389722
2010-07-18 08:00:00,29.24926868891256
2010-07-18 09:00:00,29.736604032194926
2010-07-18 10:00:00,33.03248522143216
2010-07-18 11:00:00,33.73492294676128
2010-07-18 12:00:00,34.39814159759449
2010-07-18 13:00:00,35.8058653609256
2010-07-18 14:00:00,36.008698088381465
2010-07-18 15:00:00,35.77951846870139
2010-07-18 16:00:00,33.71569683621929
2010-07-18 17:00:00,32.8627915164205
2010-07-18 18:00:00,29.939053332944816
2010-07-18 19:00:00,29.5723330763105
2010-07-18 20:00:00,28.88550629543855
2010-07-18 21:00:00,28.218069950839727
2010-07-18 22:00:00,26.82475207660417
2010-07-18 23:00:00,26.772989471298803
2010-07-19 00:00:00,26.632764847402786
2010-07-19 01:00:00,25.988662756624155
2010-07-19 02:00:00,25.80987636115674
2010-07-19 03:00:00,25.68115453843969
2010-07-19 04:00:00,25.23380512306516
2010-07-19 05:00:00,25.375673004272457
2010-07-19 06:00:00,27.301953999800315
2010-07-19 07:00:00,28.012169809736154
2010-07-19 08:00:00,28.571096396546693
2010-07-19 09:00:00,29.356354290364397
2010-07-19 10:00:00,32.3992834041517
2010-07-19 11:00:00,32.770659556501315
2010-07-19 12:00:00,33.26807354462622
2010-07-19 13:00:00,34.4461247110839
2010-07-19 14:00:00,34.59949539347017
2010-07-19 15:00:00,34.404988503058156
2010-07-19 16:00:00,34.22954339745701
2010-07-19 17:00:00,34.41369776680796
2010-07-19 18:00:00,31.811325938175205
2010-07-19 19:00:00,31.0190568131627
2010-07-19 20:00:00,30.441890070196937
2010-07-19 21:00:00,29.85075564008528
2010-07-19 22:00:00,28.96339669199328
2010-07-19 23:00:00,28.476937752610265
2010-07-20 00:00:00,27.941674071082176
2010-07-20 01:00:00,26.755625719042925
2010-07-20 02:00:00,26.658290110971354
2010-07-20 03:00:00,26.512916614166656
2010-07-20 04:00:00,25.836880556305466
2010-07-20 05:00:00,25.771314589585334
2010-07-20 06:00:00,28.20596462197996
2010-07-20 07:00:00,28.698613163902134
2010-07-20 08:00:00,29.420605651235505
2010-07-20 09:00:00,29.962113710546458
2010-07-20 10:00:00,33.299295433540564
2010-07-20 11:00:00,34.08592270845102
2010-07-20 12:00:00,34.68330151634554
2010-07-20 13:00:00,36.18803223628597
2010-07-20 14:00:00,36.37514446879722
2010-07-20 15:00:00,35.873293685931856
2010-07-20 16:00:00,32.953170668540984
2010-07-20 17:00:00,31.10280816079435
2010-07-20 18:00:00,30.16839727835599
2010-07-20 19:00:00,29.311931567716083
2010-07-20 20:00:00,28.464613322775662
2010-07-20 21:00:00,28.550172253449716
2010-07-20 22:00:00,27.368779797125757
2010-07-20 23:00:00,27.346869699641996
2010-07-21 00:00:00,27.298831810908876
2010-07-21 01:00:00,26.690333628541353
2010-07-21 02:00:00,26.421277631440855
2010-07-21 03:00:00,26.545672209904872
2010-07-21 04:00:00,26.450089409631996
2010-07-21 05:00:00,26.426809931055516
2010-07-21 06:00:00,27.988561679697423
2010-07-21 07:00:00,28.660215718061856
2010-07-21 08:00:00,29.403899201904153
2010-07-21 09:00:00,30.208985733944637
2010-07-21 10:00:00,33.189909271852926
2010-07-21 11:00:00,33.445600109488325
2010-07-21 12:00:00,33.895195309854934
2010-07-21 13:00:00,35.166473941105984
2010-07-21 14:00:00,35.122927622357025
2010-07-21 15:00:00,35.24436433766073
2010-07-21 16:00:00,33.99335254658216
2010-07-21 17:00:00,33.21296964945457
2010-07-21 18:00:00,31.860459331782515
2010-07-21 19:00:00,30.810417909873664
2010-07-21 20:00:00,30.353811478312238
2010-07-21 21:00:00,30.215230111727507
2010-07-21 22:00:00,29.24406504076017
2010-07-21 23:00:00,28.74522689629883
2010-07-22 00:00:00,28.570329543134765
2010-07-22 01:00:00,27.557480511704583
2010-07-22 02:00:00,26.869777326933292
2010-07-22 03:00:00,26.8816087795745
2010-07-22 04:00:00,26.10692250779273
2010-07-22 05:00:00,25.794046315724724
2010-07-22 06:00:00,27.83217835890712
2010-07-22 07:00:00,28.49545178498404
2010-07-22 08:00:00,29.362160466197583
2010-07-22 09:00:00,30.093190868743008
2010-07-22 10:00:00,32.950322355868096
2010-07-22 11:00:00,33.35209876847641
2010-07-22 12:00:00,33.89240177242576
2010-07-22 13:00:00,35.63847221614974
2010-07-22 14:00:00,34.21343947580644
2010-07-22 15:00:00,34.636413907730294
2010-07-22 16:00:00,32.06646902337351
2010-07-22 17:00:00,31.165306713866748
2010-07-22 18:00:00,29.413594420040706
2010-07-22 19:00:00,28.86200771588723
2010-07-22 20:00:00,28.519881543678423
2010-07-22 21:00:00,28.361854965576867
2010-07-22 22:00:00,27.774280926306314
2010-07-22 23:00:00,27.42574605058351
2010-07-23 00:00:00,27.241865557451117
2010-07-23 01:00:00,26.518065487075337
2010-07-23 02:00:00,26.066662703666324
2010-07-23 03:00:00,25.839947969953187
2010-07-23 04:00:00,25.053211144555334
2010-07-23 05:00:00,24.610134198190128
2010-07-23 06:00:00,27.597795091074676
2010-07-23 07:00:00,28.44588018942705
2010-07-23 08:00:00,29.062813759325827
2010-07-23 09:00:00,29.510108399456637
2010-07-23 10:00:00,30.70776910316228
2010-07-23 11:00:00,32.43976230925294
2010-07-23 12:00:00,32.63667931038817
2010-07-23 13:00:00,33.89388070400591
2010-07-23 14:00:00,34.5470754852403
2010-07-23 15:00:00,33.80826699808815
2010-07-23 16:00:00,31.251413396977902
2010-07-23 17:00:00,31.223368472198697
2010-07-23 18:00:00,29.563569037316988
2010-07-23 19:00:00,29.187208337789816
2010-07-23 20:00:00,28.601113230099443
2010-07-23 21:00:00,28.429611942045355
2010-07-23 22:00:00,27.937730253535115
2010-07-23 23:00:00,27.328519992999354
2010-07-24 00:00:00,27.0934246469987
2010-07-24 01:00:00,26.356588068620088
2010-07-24 02:00:00,26.15884943882921
2010-07-24 03:00:00,26.07164725084387
2010-07-24 04:00:00,25.321555063487594
2010-07-24 05:00:00,25.17782482399418
2010-07-24 06:00:00,27.338269986379625
2010-07-24 07:00:00,27.895279439660342
2010-07-24 08:00:00,28.664214310852643
2010-07-24 09:00:00,29.260497613872985
2010-07-24 10:00:00,31.674223503170612
2010-07-24 11:00:00,31.885491618157705
2010-07-24 12:00:00,31.97959548685042
2010-07-24 13:00:00,32.96051055119804
2010-07-24 14:00:00,32.67463855427877
2010-07-24 15:00:00,32.20828212933709
2010-07-24 16:00:00,30.3815825268729
2010-07-24 17:00:00,30.48784649966911
2010-07-24 18:00:00,28.968545564901977
2010-07-24 19:00:00,28.807506348396387
2010-07-24 20:00:00,27.964077145759322
2010-07-24 21:00:00,27.791370802343636
2010-07-24 22:00:00,27.068173259648674
2010-07-24 23:00:00,26.895686017207822
2010-07-25 00:00:00,26.653196013306385
2010-07-25 01:00:00,26.38419479144961
2010-07-25 02:00:00,26.18322442227989
2010-07-25 03:00:00,25.921343982105327
2010-07-25 04:00:00,25.72157866829721
2010-07-25 05:00:00,25.637827320665572
2010-07-25 06:00:00,27.211629622923535
2010-07-25 07:00:00,27.709700913972963
2010-07-25 08:00:00,28.464010795094858
2010-07-25 09:00:00,28.86901894708203
2010-07-25 10:00:00,30.797490952358242
2010-07-25 11:00:00,31.729217847854834
2010-07-25 12:00:00,31.43611551876594
2010-07-25 13:00:00,30.379555842855652
2010-07-25 14:00:00,30.738278913908403
2010-07-25 15:00:00,31.453205394803263
2010-07-25 16:00:00,30.783523265212345
2010-07-25 17:00:00,29.630668710860974
2010-07-25 18:00:00,28.55931971914918
2010-07-25 19:00:00,28.312995448188083
2010-07-25 20:00:00,27.944358058023933
2010-07-25 21:00:00,27.549921528072687
2010-07-25 22:00:00,27.007098862912706
2010-07-25 23:00:00,26.810181861777476
2010-07-26 00:00:00,26.607403909565342
2010-07-26 01:00:00,26.266647118449278
2010-07-26 02:00:00,26.356752394351215
2010-07-26 03:00:00,26.180485660094412
2010-07-26 04:00:00,25.662640506065923
2010-07-26 05:00:00,25.57894393367799
2010-07-26 06:00:00,26.404845058328046
2010-07-26 07:00:00,26.750312520403124
2010-07-26 08:00:00,27.40969690417667
2010-07-26 09:00:00,27.5745703877419
2010-07-26 10:00:00,29.357723671457133
2010-07-26 11:00:00,29.802389099889904
2010-07-26 12:00:00,28.69538142452328
2010-07-26 13:00:00,28.76308362574807
2010-07-26 14:00:00,28.845410817043273
2010-07-26 15:00:00,29.056021629105867
2010-07-26 16:00:00,28.962191636631694
2010-07-26 17:00:00,29.504356998867138
2010-07-26 18:00:00,27.400658988964608
2010-07-26 19:00:00,27.141955512925197
2010-07-26 20:00:00,27.105365650127347
2010-07-26 21:00:00,26.97532922156127
2010-07-26 22:00:00,26.312713098408867
2010-07-26 23:00:00,25.795196595842626
2010-07-27 00:00:00,25.607920037600245
2010-07-27 01:00:00,25.28879946774939
2010-07-27 02:00:00,25.28814216482487
2010-07-27 03:00:00,25.169991964143726
2010-07-27 04:00:00,24.945796891641237
2010-07-27 05:00:00,25.023961164414523
2010-07-27 06:00:00,25.667953704705724
2010-07-27 07:00:00,25.7150604142958
2010-07-27 08:00:00,26.686663687212818
2010-07-27 09:00:00,26.862108792813974
2010-07-27 10:00:00,29.61527686737865
2010-07-27 11:00:00,29.769633504151685
2010-07-27 12:00:00,30.00478362539606
2010-07-27 13:00:00,30.818250769724095
2010-07-27 14:00:00,31.474129537900247
2010-07-27 15:00:00,30.339076937754427
2010-07-27 16:00:00,28.69828451243988
2010-07-27 17:00:00,29.06160870396421
2010-07-27 18:00:00,28.83533217220075
2010-07-27 19:00:00,28.7054052941221
2010-07-27 20:00:00,28.395541740458114
2010-07-27 21:00:00,28.196214628599673
2010-07-27 22:00:00,27.322439940947618
2010-07-27 23:00:00,26.13118794075597
2010-07-28 00:00:00,26.04924417616674
2010-07-28 01:00:00,25.652014108786293
2010-07-28 02:00:00,25.395830293957527
2010-07-28 03:00:00,25.277241891326703
2010-07-28 04:00:00,24.94114099592594
2010-07-28 05:00:00,24.742580737479425
2010-07-28 06:00:00,26.421880159121663
2010-07-28 07:00:00,27.090740660056934
2010-07-28 08:00:00,28.07066977001778
2010-07-28 09:00:00,28.441552945174003
2010-07-28 10:00:00,31.485577563835502
2010-07-28 11:00:00,31.965627799704535
2010-07-28 12:00:00,32.28726803076602
2010-07-28 13:00:00,33.35418022773737
2010-07-28 14:00:00,33.65588227008865
2010-07-28 15:00:00,33.61392443340726
2010-07-28 16:00:00,32.54586195631802
2010-07-28 17:00:00,31.4271871540413
2010-07-28 18:00:00,29.467876686556703
2010-07-28 19:00:00,28.87416781999071
2010-07-28 20:00:00,28.682947444201247
2010-07-28 21:00:00,28.703981137785647
2010-07-28 22:00:00,27.77411660057518
2010-07-28 23:00:00,27.740977578131012
2010-07-29 00:00:00,27.43867300809893
2010-07-29 01:00:00,26.757871504035027
